route,dest
"0,1,13,7,28,13,1,14,28,14",a6-nem3-b
"0,1,4,1,4,28,4,4,35",d2-nem1-b
"0,1,1,7,10,1,13",a2-nem2-a
"0,1,28,7,1,13,7,28,8",c6-nem3-b
"0,1,28,4,2,9",a1-nem3-a
"0,1,13,4,28,25",rs1201
"0,1,13,7,7,7,28,2",c6-nem3-a
"0,1,1,28,10",a3-nem1-a
"0,1,1,28,7,1,7,10,5",a4-nem4-b
"0,1,1,28,7,1,7,7,10,28,1,13",c2-nem3-b
"0,1,10,4",b3-nem2-a
"0,1,13,13,7,1,7,11",b6-nem1-b
"0,1,28,4,4,4,1,28,4,13,6",c6-nem3-b
"0,1,4,4,13,4,28,21",rs1343
"0,1,28,1,28,4",b1-nem3-b
"0,1,28,7,1,20",rs295
"0,1,7,1,10,28,7,15",b2-nem1-a
"0,1,7,1,10,7,7",c4-nem1-b
"0,1,4,4,4,21",rs211
"0,1,1,28,10,1,28,19",rs577
"0,1,28,13,31",a5-nem2-a
"0,1,28,7,1,7,7,15",c6-nem3-a
"0,1,7,7,1,28,13,1,13,27",rs951
"0,1,28,4,4,4,1,10,28,1,15",d1-nem4-a
"0,1,28,7,7,7,36",c2-nem2-a
"0,1,1,28,4,1,13,24",rs1236
"0,1,10,4,28,1,28,4,4,10,4",d6-nem3-b
"0,1,1,7,10,7,1,9",c4-nem2-a
"0,1,13,7,7,7,1,13,13,14",c6-nem1-b
"0,1,13,13,4,4,28,4,1,17",rs773
"0,1,4,1,10,4,29",c3-nem1-a
"0,1,13,7,28,7,1,13,28,7,11",c6-nem3-b
"0,1,10,1,26",rs536
"0,1,10,10,7,18",rs1404
"0,1,13,13,7,7,1,28,7,10",c6-nem1-a
"0,1,4,1,13,28,13,1,19",rs657
"0,1,10,10,7,1,7,28,7,1",c6-nem4-b
"0,1,4,4,4,1,13,28,19",rs1315
"0,1,1,28,7,1,7,10,30",b4-nem4-a
"0,1,13,7,28,13,1,7,10,9",c6-nem3-a
"0,1,4,1,10,4,10,28,17",rs1241
"0,1,1,28,7,1,7,10,7,3",c4-nem1-a
"0,1,1,7,13,32",a6-nem1-a
"0,1,28,7,7,7,7,13,1,4",c6-nem3-a
"0,1,10,7,28,7,1,7,18",rs990
"0,1,28,4,4,4,4,1,10,4,14",c2-nem3-a
"0,1,1,28,4,13,33",b5-nem1-b
"0,1,28,7,1,28,13,1,5",a5-nem4-a
"0,1,1,28,13,1,13,16",rs582
"0,1,28,4,4,1,34",c1-nem3-b
"0,1,28,7,1,7,28,13,18",rs1502
"0,1,28,7,1,13,28,19",rs1431
"0,1,28,7,1,28,7,7",c2-nem3-b
"0,1,28,13,1,13,28,13,15",a5-nem3-b
"0,1,1,7,13,36",a6-nem1-a
"0,1,10,10,4,1,17",rs1177
"0,1,1,28,1,7,7,7,7,9",d1-nem4-b
"0,1,4,4,1,28,13,1,4,12",d1-nem4-b
"0,1,13,13,7,7,1,10,11",b2-nem1-b
"0,1,10,4,6",c3-nem2-a
"0,1,28,4,4,4,10,7",c3-nem2-b
"0,1,13,7,28,7,1,13,7,12",c6-nem3-a
"0,1,28,13,1,7,28,1,12",a2-nem4-a
"0,1,13,13,1,28,7,12",a6-nem1-a
"0,1,1,28,10,7,7,7",c4-nem1-a
"0,1,28,7,1,5",a1-nem3-a
"0,1,28,10,7,7,7,7,28,10,1,28,21",rs1605
"0,1,13,13,28,13,1,14",a5-nem3-a
"0,1,28,4,4,4,1,28,4,1,8",d1-nem4-a
"0,1,28,4,10,1,28,4,15",c1-nem3-b
"0,1,13,13,1,28,4,1,4,10",c5-nem4-b
"0,1,1,7,10,4",a3-nem1-b
"0,1,1,28,1,30",a1-nem4-a
"0,1,28,13,13",a3-nem2-b
"0,1,13,13,7,7,18",rs900
"0,1,10,4,28,4,1,4,21",rs777
"0,1,13,13,13,15",a5-nem2-a
"0,1,4,4,1,28,13,4,1",d5-nem4-b
"0,1,28,4,10,1,15",b1-nem3-a
"0,1,28,4,2,13,28,7",a5-nem3-b
"0,1,4,1,10,4,10,4,20",rs1324
"0,1,4,1,4,28,11",c3-nem1-a
"0,1,1,28,7,1,7,7,1,4",b2-nem1-a
"0,1,13,7,7,1,28,1,28,7",c6-nem4-a
"0,1,1,7,10,28,10,1,28,13,13",a2-nem4-a
"0,1,10,10,1,28,19",rs1099
"0,1,28,4,4,2",c1-nem3-a
"0,1,28,13,1,4,28,1,4,29",c5-nem4-b
"0,1,4,1,13,4,18",rs1250
"0,1,13,13,7,7,28,7,1,25",rs995
"0,1,28,7,1,7,7,10,28,4",b4-nem3-b
"0,1,13,7,28,7,1,13,19",rs919
"0,1,28,4,4,4,10,4,4,29",c4-nem2-a
"0,1,28,4,2,13,28,4,1,33",c5-nem4-b
"0,1,28,4,10,1,28,1,7,7,1",a4-nem3-b
"0,1,7,7,1,28,7,7,1,7",d1-nem4-b
"0,1,13,13,4,1,11",b5-nem1-b
"0,1,10,7,28,7,1,10,28,1,17",rs1511
"0,1,28,4,4,1,28,9",b1-nem3-b
"0,1,28,4,4,1,28",c1-nem3-b
"0,1,28,10,34",a3-nem2-a
"0,1,28,10,28",a3-nem2-a
"0,1,1,28,10,7,7,1,28,2",b4-nem3-b
"0,1,13,4,28,4,1,4,28,1,29",d5-nem4-b
"0,1,1,28,1,13,1",a5-nem1-a
"0,1,1,28,4,1,10,8",a3-nem4-b
"0,1,10,10,28,1,7,14",a4-nem3-a
"0,1,13,4,4,12",c1-nem2-a
"0,1,13,4,4,4,4,4,10",c2-nem2-a
"0,1,1,28,1,13,32",a5-nem4-a
"0,1,28,4,2,13,28,4,1,36",c5-nem4-b
"0,1,10,36",a3-nem2-b
"0,1,7,1,13,28,13,1,24",rs876
"0,1,10,10,4,4,28,15",c3-nem2-b
"0,1,28,1,7,15",a6-nem3-a
"0,1,10,10,4,4,28,4,1,16",rs1348
"0,1,28,7,1,28,10,32",a4-nem3-a
"0,1,1,13,2",a5-nem2-a
"0,1,10,10,4,15",b3-nem2-a
"0,1,1,7,10,28,8",b4-nem1-a
"0,1,4,1,4,28,4,1",d1-nem4-b
"0,1,1,28,7,1,7,7,13,28,12",c2-nem4-a
"0,1,1,7,13,6",a5-nem1-b
"0,1,28,4,2,13,28,1,7",a5-nem4-a
"0,1,28,10,1,8",a4-nem3-a
"0,1,10,7,28,18",rs836
"0,1,28,4,2,13,4,4",d5-nem3-a
"0,1,1,28,10,7,7,1,4",a4-nem4-b
"0,1,10,1,19",rs531
"0,1,28,13,1,7,10,6",a1-nem3-a
"0,1,28,1,7,7,28,1,7,7,9",d1-nem4-a
"0,1,4,1,10,4,2",c3-nem2-a
"0,1,10,7,28,24",rs840
"0,1,10,7,28,7",b4-nem2-b
"0,1,4,1,13,28,8",a5-nem1-a
"0,1,28,7,7,1,10",b4-nem3-a
"0,1,7,7,1,28,7,7,1,8",d1-nem4-b
"0,1,10,7,28,2",a4-nem3-a
"0,1,28,10,1,10,28,13",a3-nem3-b
"0,1,4,10,8",a3-nem2-a
"0,1,13,7,28,11",a2-nem2-b
"0,1,1,28,13,1,13,25",rs589
"0,1,1,28,10,1,28,7,34",a4-nem4-b
"0,1,4,1,4,4,10,4,14",d2-nem1-b
"0,1,1,7,10,10,7,7,15",c4-nem1-b
"0,1,4,1,4,4,10,4,1,5",c4-nem2-a
"0,1,28,4,4,4,1,28,10,7,15",c1-nem3-b
"0,1,1,28,1,13",a5-nem4-b
"0,1,4,4,13,4,28,18",rs1340
"0,1,1,28,7,1,7,7,1,14",c6-nem1-a
"0,1,28,4,10,1,28,1,7,7,2",a4-nem3-b
"0,1,7,7,10,7,10,7,28,25",rs1633
"0,1,1,28,7,1,13,2",a6-nem1-a
"0,1,7,7,28,7,1,7,28,1,24",rs508
"0,1,7,1,13,28,13,20",rs812
"0,1,1,7,7",b2-nem1-b
"0,1,28,4,2,13,19",rs1207
"0,1,10,4,28,10,1,17",rs1205
"0,1,13,7,7,13,7,13,15",c6-nem2-a
"0,1,28,7,1,7,28,10,26",rs932
"0,1,1,7,10,28,10,1,28,13,36",a4-nem4-b
"0,1,28,13,1,13,28,1,10",a5-nem4-a
"0,1,13,13,4,4,20",rs686
"0,1,7,7,7,1,13,28,13,7,24",rs1030
"0,1,1,28,7,1,7,7,1,15",c6-nem1-a
"0,1,28,4,4,4,1,4,28,4",c2-nem3-b
"0,1,1,28,4,1,4,36",c1-nem4-a
"0,1,13,13,7,7,28,7,17",rs979
"0,1,13,7,28,13,1,14,14",a6-nem3-a
"0,1,28,7,1,7,28,13,26",rs1508
"0,1,28,10,1,4,28,13",b1-nem3-b
"0,1,28,13,1,7,10,4",a1-nem3-a
"0,1,13,13,7,7,28,24",rs912
"0,1,10,7,7,1,8",c4-nem1-b
"0,1,13,1,32",a5-nem1-a
"0,1,28,13,1,35",a5-nem3-b
"0,1,13,7,28,25",rs1417
"0,1,1,28,7,1,7,10,36",b4-nem4-a
"0,1,28,4,4,4,4,13,1,9",d5-nem3-a
"0,1,28,13,1,7,28,1,6",a5-nem4-a
"0,1,1,7,10,28,7,7",c4-nem1-a
"0,1,4,1,10,28,5",c3-nem1-a
"0,1,1,7,10,28,10,1,28,1,15",a4-nem3-b
"0,1,1,28,7,1,7,7,13,2",c6-nem1-a
"0,1,7,7,7,1,13",c6-nem1-b
"0,1,7,7,7,1,13,28,13,1,24",rs1020
"0,1,28,1,7,8",b2-nem3-a
"0,1,7,7,7,1,10",c4-nem1-b
"0,1,1,28,7,1,13,7,3",b6-nem1-a
"0,1,1,28,4,1,4,24",rs184
"0,1,7,7,1,28,10,1,24",rs948
"0,1,13,7,7,1,28,5",a6-nem1-a
"0,1,28,4,4,4,4,4,33",c2-nem2-a
"0,1,4,4,4,1,13,28,13,1,20",rs802
"0,1,10,4,28,10",b5-nem2-b
"0,1,13,7,7,7,1,10,4",b2-nem1-b
"0,1,1,28,4,1,10,4,4,13",d1-nem4-b
"0,1,4,1,13,4,27",rs1257
"0,1,10,33",a3-nem2-b
"0,1,28,7,7,1,9",c2-nem3-a
"0,1,7,1,13,7,13,27",rs897
"0,1,28,4,10,1,28,1,7,7,29",a4-nem4-b
"0,1,1,28,7,1,7,10,32",b4-nem4-a
"0,1,4,1,13,4,13,28,24",rs670
"0,1,1,28,10,10,1,28,13,7,13",a2-nem4-a
"0,1,1,28,7,1,7,7,10,28,6",b4-nem4-a
"0,1,1,7,10,28,10,1,28,13,3",a4-nem3-b
"0,1,28,4,10,1,28,1,7,33",a3-nem4-b
"0,1,28,1,6",b1-nem3-a
"0,1,1,28,15",a5-nem1-a
"0,1,28,4,10,1,28,1,7,30",a3-nem4-b
"0,1,7,7,28,7,1,7,28,1,19",rs505
"0,1,4,4,1,28,13,1,28,19",rs1297
"0,1,1,28,10,28",a3-nem1-b
"0,1,1,7,10,7,1,8",c4-nem2-a
"0,1,13,7,7,7,7,1,10",d2-nem1-b
"0,1,13,7,7,7,1,13,13,15",c6-nem1-b
"0,1,7,7,13",b6-nem2-a
"0,1,7,7,28,7,1,7,28,21",rs497
"0,1,7,7,7,1,13,28,13,1,16",rs1014
"0,1,13,7,7,1,28,10",b2-nem1-a
"0,1,13,7,7,1,11",b2-nem1-b
"0,1,1,28,1,28,1,33",a1-nem3-a
"0,1,4,1,10,8",a3-nem1-b
"0,1,28,4,4,4,10,4,4,1,6",b4-nem3-a
"0,1,28,4,4,4,4,28,6",c2-nem2-a
"0,1,1,7,10,28,10,1,28,7,14",b4-nem4-a
"0,1,28,4,10,6",c3-nem2-b
"0,1,4,4,1,28,13,1,13,26",rs734
"0,1,28,7,1,10",a4-nem3-a
"0,1,28,7,1,28,10,30",a4-nem3-a
"0,1,13,7,7,10,1",b2-nem1-b
"0,1,10,10,4,4,14",c3-nem2-a
"0,1,28,4,10,1,28,1,7,14",a1-nem4-a
"0,1,7,1,13,7,28,7",c6-nem1-a
"0,1,13,4,4,4,28,4,1,6",c6-nem3-a
"0,1,7,7,28,7,1,31",c2-nem3-b
"0,1,1,7,10,7,9",c4-nem1-b
"0,1,28,13,1,31",a5-nem3-b
"0,1,4,4,4,1,13,28,13,1,16",rs798
"0,1,28,7,1,13,28,1,20",rs1442
"0,1,28,1,28,7,1,36",a2-nem4-b
"0,1,1,28,10,1,10",a5-nem4-b
"0,1,28,4,4,4,1,28,2",d1-nem4-a
"0,1,1,7,10,28,2",a4-nem4-b
"0,1,13,13,13,13",a5-nem2-a
"0,1,28,4,4,4,1,15",d5-nem3-a
"0,1,4,4,4,1,10,28,20",rs740
"0,1,13,13,1,28,7,7,7,10",c6-nem1-a
"0,1,7,7,13,7,13,7,28,26",rs1058
"0,1,4,1,10,4,10,4,19",rs1323
"0,1,13,1",a5-nem1-b
"0,1,28,4,10,1,4,3",c3-nem2-b
"0,1,10,10,7,7,1,13,8",c4-nem1-b
"0,1,28,13,1,13,28,1,16",rs574
"0,1,28,1,32",a1-nem3-b
"0,1,13,13,7,1,20",rs820
"0,1,1,28,4,14",b5-nem1-a
"0,1,28,13,1,4,28,1,4,33",c5-nem4-b
"0,1,4,1,4,4,1,8",c1-nem2-a
"0,1,10,10,1,20",rs1108
"0,1,28,7,1,7,7,14",c6-nem3-a
"0,1,13,4,28,4,1,13,28,27",rs717
"0,1,13,13,4,1,16",rs600
"0,1,13,7,28,7,1,13,28,1,24",rs940
"0,1,13,13,4,1,17",rs601
"0,1,10,10,7,7,28,7,24",rs1560
"0,1,13,4,28,4,1,4,28,1,12",d1-nem4-a
"0,1,13,13,1,10",a5-nem1-b
"0,1,7,7,7,1,13,28,13,25",rs959
"0,1,10,28",a3-nem2-b
"0,1,28,4,2,13,28,19",rs1215
"0,1,28,4,4,10,4,28,9",c3-nem2-a
"0,1,1,28,7,1,7,10,10,28,14",b4-nem4-a
"0,1,7,7,13,7",c6-nem2-a
"0,1,13,4,28,4,1,4,28,1,16",rs1366
"0,1,1,28,7,1,7,28,10",b4-nem4-a
"0,1,28,4,4,28",c1-nem2-a
"0,1,28,7,7,13",b6-nem2-b
"0,1,13,7,28,12",a2-nem2-b
"0,1,28,4,10,1,28,1,7,1",a3-nem3-b
"0,1,10,10,1,13",a3-nem1-b
"0,1,13,13,7,7,28,7,1,16",rs988
"0,1,1,28,7,1,13,7,1,10",b2-nem1-a
"0,1,13,4,4,11",c1-nem2-a
"0,1,1,28,1,13,35",a5-nem4-a
"0,1,13,7,7,7,1,10,12",c4-nem1-b
"0,1,28,4,2,4,28,4,2",d1-nem4-a
"0,1,13,7,7,7,11",c2-nem2-a
"0,1,10,4,28,4,1,4,28,1,13",d1-nem4-a
"0,1,28,4,4,4,4,4,29",c2-nem2-a
"0,1,28,1,7,7,28,1,7,7,7",d1-nem4-a
"0,1,10,3",a3-nem1-b
"0,1,13,1,34",a5-nem1-a
"0,1,10,7,7,1,9",c4-nem1-b
"0,1,28,4,4,4,1,8",c1-nem3-a
"0,1,28,7,36",a2-nem2-a
"0,1,1,28,1,36",a1-nem4-a
"0,1,10,4,28,1,15",b1-nem3-a
"0,1,13,1,28",a5-nem1-a
"0,1,28,13,1,7,10,7,7",c2-nem3-a
"0,1,7,1,13,7,20",rs1468
"0,1,7,1,10,6",a3-nem1-b
"0,1,1,28,7,1,7,10,7,28,15",c2-nem4-a
"0,1,1,28,10,10,1,28,13,14",a1-nem4-a
"0,1,1,7,10,1,28,4",a3-nem2-b
"0,1,13,13,7,1,7,28,10",b6-nem1-a
"0,1,13,4,28,13,1,17",rs629
"0,1,1,28,4,1,4,5",d1-nem4-b
"0,1,10,10,7,7,28,7,1,7,28,21",rs1649
"0,1,1,28,1,13,3",a5-nem1-a
"0,1,1,28,1,28,4,1",b1-nem3-b
"0,1,1,28,1,11",a3-nem4-b
"0,1,1,7,10,28,7,1,5",a4-nem4-b
"0,1,28,4,4,4,1,28,10,7,14",c1-nem3-b
"0,1,10,7,7,1,28",b4-nem1-a
"0,1,28,7,1,13,7,28",b6-nem3-b
"0,1,10,7,28,7,7,28,14",c2-nem2-a
"0,1,13,13,28,21",rs551
"0,1,1,7,10,7,35",b4-nem1-a
"0,1,28,13,1,7,28,10,5",a1-nem3-b
"0,1,28,4,10,1,28,1,7,7,34",a4-nem4-b
"0,1,28,4,10,36",b3-nem2-a
"0,1,28,7,7,28,6",a2-nem2-a
"0,1,13,7,28,7,1,13,7,11",c6-nem3-a
"0,1,10,10,7,7,1,13,13",b2-nem1-b
"0,1,1,28,4,1,10,4,28,15",c1-nem4-a
"0,1,7,7,1,28,10,1,10,27",rs1527
"0,1,1,28,7,1,7,10,7,28,1,14",c2-nem3-b
"0,1,1,28,7,1,7,10,6",a4-nem4-b
"0,1,1,28,4,13,1,5",c5-nem4-b
"0,1,13,4,3",b5-nem1-b
"0,1,28,4,2,13,28,12",b1-nem3-b
"0,1,28,7,1,13,28,1,17",rs1439
"0,1,7,7,28,7,25",rs413
"0,1,7,1,25",rs272
"0,1,28,4,4,4,4,1,10,4,15",c2-nem3-a
"0,1,10,4,28,1,4,10,28",c5-nem3-b
"0,1,28,7,1,10,28,1,21",rs867
"0,1,13,4,28,13,24",rs624
"0,1,10,4,28,4,1,4,28,10,16",rs1356
"0,1,1,28,7,9",b2-nem1-a
"0,1,28,13,1,32",a5-nem3-b
"0,1,4,1,4,4,4,4,3",c2-nem2-a
"0,1,28,7,7,10,1",b4-nem3-a
"0,1,1,28,7,1,13,7,28,7,2",c6-nem3-b
"0,1,4,1,4,4,4,4,10",c4-nem1-b
"0,1,7,1,10,28,7,7",c4-nem1-a
"0,1,28,7,1,7,28,1,18",rs371
"0,1,1,7,10,7,1,7",c4-nem2-a
"0,1,10,4,28,10,21",rs1199
"0,1,28,10,7,36",a4-nem2-a
"0,1,28,13,1,7,28,10,1",a2-nem4-a
"0,1,1,28,7,1,13",a6-nem4-b
"0,1,1,7,10,7,32",b4-nem1-a
"0,1,28,10,1,33",a3-nem3-b
"0,1,1,7,10,28,10,1,15",a4-nem4-b
"0,1,4,4,4,1,13,28,4,18",rs1602
"0,1,1,28,10,7,7,9",c4-nem1-a
"0,1,1,28,4,13,4,2",c5-nem4-b
"0,1,28,13,1,4,28,7",a5-nem3-b
"0,1,13,7,28,7,1,13,28,13,14",b6-nem3-b
"0,1,1,13,1",a5-nem2-a
"0,1,1,28,10,7,7,1,28,3",b4-nem3-b
"0,1,7,7,1,28,7,1,10,21",rs1019
"0,1,10,7,28,10,1,20",rs1424
"0,1,13,4,4,4,4,4,12",c2-nem2-a
"0,1,4,1,4,28,4,4,28",d2-nem1-b
"0,1,10,10,4,4,28,4,16",rs1338
"0,1,10,4,36",b3-nem2-b
"0,1,7,10,6",a3-nem2-a
"0,1,28,7,7,7,1",c2-nem3-a
"0,1,1,7,10,28,10,1,28,7,1,13",b4-nem3-b
"0,1,28,10,1,29",a3-nem3-b
"0,1,4,4,10,4,4,24",rs1048
"0,1,13,4,28,4",c5-nem2-b
"0,1,13,7,28,13,1,7,28,13,13",b6-nem3-b
"0,1,28,7,1,10,28,20",rs856
"0,1,10,8",a4-nem2-a
"0,1,28,4,2,4,28,13,17",rs1285
"0,1,7,7,1,28,13,25",rs1463
"0,1,1,28,1,7,7,3",b2-nem1-a
"0,1,28,4,4,10,30",c3-nem2-a
"0,1,4,1,4,4,10,4,6",c4-nem1-b
"0,1,4,1,13,4,20",rs1252
"0,1,28,7,1,7,28,10,18",rs926
"0,1,28,13,1,7,10,1",a2-nem2-b
"0,1,1,7,10,28,10,1,28,13,28",a4-nem4-b
"0,1,28,13,1,7,28,5",a5-nem3-b
"0,1,1,28,10,7,7,14",b2-nem1-a
"0,1,28,13,1,4,28,4,12",c1-nem3-b
"0,1,14",a5-nem2-a
"0,1,10,10,7,1,7,28,7,14",c4-nem1-a
"0,1,1,14",a5-nem1-b
"0,1,28,13,7",a6-nem2-b
"0,1,28,10,31",a3-nem2-a
"0,1,10,7,7,7,3",c4-nem1-b
"0,1,28,4,2,13,28,4,1,12",c1-nem4-a
"0,1,7,1,10,7,10,7,18",rs1538
"0,1,10,4,28,1,28,14",b1-nem3-b
"0,1,28,7,1,28,12",a4-nem3-b
"0,1,28,10,1,4,28,10",b5-nem3-b
"0,1,13,7,7,7,1,13,28,12",c6-nem1-a
"0,1,7,7,10,7,28,17",rs979
"0,1,28,7,7,7,32",c2-nem2-a
"0,1,10,10,28,19",rs1125
"0,1,1,28,13,1,13,27",rs591
"0,1,4,1,10,10,4,28,15",c3-nem1-a
"0,1,28,4,2,13,28,1,25",rs1229
"0,1,1,13",a5-nem1-b
"0,1,28,13,21",rs1127
"0,1,4,1,13,4,4",d5-nem1-b
"0,1,28,7,1,7,19",rs357
"0,1,28,10,1,4,28,1",b3-nem4-a
"0,1,10,10,7,1,7,28,7,7",d6-nem1-a
"0,1,10,7,7,1,14",b2-nem1-b
"0,1,1,28,4,1,10,4,4,14",d1-nem4-b
"0,1,13,13,7,1,7,13,7,15",c6-nem1-b
"0,1,1,28,1,7,13,6",a5-nem4-b
"0,1,1,10,4,28,5",c3-nem1-a
"0,1,13,13,13,1,14",a5-nem1-b
"0,1,13,13,7,1,17",rs817
"0,1,28,1,28,20",rs42
"0,1,13,13,7,25",rs833
"0,1,7,7,10,7,10,7,17",rs1619
"0,1,13,13,7,7,1,10,10",b2-nem1-b
"0,1,1,28,7,1,7,28,5",a2-nem4-a
"0,1,28,4,3",b1-nem3-a
"0,1,7,7,1,28,7,1,10,7,24",rs1092
"0,1,1,7,10,28,10,1,28,1,14",a4-nem3-b
"0,1,10,10,28,1,28,7,7,1",b6-nem4-a
"0,1,28,4,4,3",c1-nem3-a
"0,1,10,4,28,4,1,4,28,10,26",rs1364
"0,1,28,13,1,7,10,7,10",b4-nem3-a
"0,1,4,1,13,17",rs1177
"0,1,13,7,28,7,7,3",c6-nem3-a
"0,1,10,7,28,10,1,7,13",b4-nem3-a
"0,1,28,10,7,3",a4-nem3-a
"0,1,13,13,4,21",rs615
"0,1,1,7,10,1,15",a2-nem2-a
"0,1,10,7,28,10,1,13",a4-nem3-a
"0,1,28,10,7,2",a4-nem3-a
"0,1,28,4,4,4,4,4,3",c2-nem3-a
"0,1,1,7,3",a2-nem2-a
"0,1,1,28,7,1,7,10,7,28,1,15",c2-nem3-b
"0,1,4,4,1,28,10,24",rs670
"0,1,28,13,1,4,28,1,9",a5-nem4-a
"0,1,10,10,4,4,4,1,4",d6-nem1-b
"0,1,10,4,28,20",rs622
"0,1,4,4,1,28,13,4,33",d5-nem1-b
"0,1,10,4,28,1,28,9",a3-nem3-b
"0,1,10,10,19",rs1117
"0,1,1,28,4,13,31",b5-nem1-b
"0,1,28,7,1,28,13,5",a5-nem3-b
"0,1,1,28,10,1,28,7,30",a4-nem4-b
"0,1,4,1,4,4,4,28,10,6",c4-nem1-a
"0,1,10,4,5",c3-nem2-a
"0,1,1,28,1,32",a1-nem4-a
"0,1,7,7,1,28,7,1,13,7,9",d5-nem4-b
"0,1,4,1,4,4,1,9",c1-nem2-a
"0,1,1,28,7,1,35",a2-nem4-a
"0,1,4,1,4,4,13,28,1,8",c5-nem4-b
"0,1,28,4,4,4,1,28,7",c1-nem3-b
"0,1,1,28,4,1,4,13",c5-nem4-b
"0,1,13,7,7,1,28,8",c6-nem1-a
"0,1,13,4,28,4,1,4,28,17",rs1357
"0,1,28,7,1,28,7,1,10",b4-nem4-a
"0,1,1,28,7,2",a2-nem4-b
"0,1,7,7,13,7,13,16",rs970
"0,1,13,13,28,13,1,13",a5-nem3-a
"0,1,10,10,4,19",rs1189
"0,1,13,7,7,2",b6-nem1-b
"0,1,28,1,28,7,1,28",a2-nem4-b
"0,1,7,7,28",b2-nem2-b
"0,1,13,13,7,7,28,7,1,7,28,1,24",rs1084
"0,1,1,28,10,10,1,28,7,7,14",b4-nem4-a
"0,1,4,1,4,4,4,4,12",c4-nem1-b
"0,1,7,7,3",b2-nem1-b
"0,1,10,7,7,1,31",b4-nem1-a
"0,1,28,4,4,4,1,4,10,4,6",b4-nem3-a
"0,1,10,7,28,7,2",b4-nem3-a
"0,1,28,4,4,4,1,4,10,4,13",c2-nem3-a
"0,1,1,28,4,1,4,28",c1-nem4-a
"0,1,28,4,2,13,28,4,1,32",c5-nem4-b
"0,1,28,4,10,1,4,15",c1-nem3-a
"0,1,28,4,4,32",c1-nem2-a
"0,1,28,4,4,4,4,1,10,4,6",b4-nem3-a
"0,1,10,7,13",a2-nem2-a
"0,1,1,7,10,28,7,13",b2-nem1-a
"0,1,28,7,7,28,3",b2-nem1-b
"0,1,1,28,1,29",a1-nem4-a
"0,1,28,10,1,30",a3-nem3-b
"0,1,7,1,10,28,10,1,18",rs1448
"0,1,28,13,1,13,28,12",a5-nem3-b
"0,1,1,7,10,28,10,7,7,14",c4-nem1-a
"0,1,13,13,7,1,7,28,11",b6-nem1-a
"0,1,4,1,13,4,13,4,12",d5-nem1-b
"0,1,10,4,28,1,28,4,14",c1-nem3-b
"0,1,10,4,28,10,17",rs1195
"0,1,4,1,4,28,13,9",b5-nem1-a
"0,1,28,10,5",b3-nem2-b
"0,1,28,4,4,4,1,13,4,4",c6-nem3-a
"0,1,28,4,4,4,4,4,35",c2-nem2-a
"0,1,1,28,7,1,30",a2-nem4-a
"0,1,10,10,7,7,28,7,20",rs1558
"0,1,1,28,1,10",a3-nem4-b
"0,1,13,7,7,7,28,13,13,1,4,13",b6-nem3-a
"0,1,13,4,28,26",rs1202
"0,1,28,4,4,1,28,10",c3-nem3-b
"0,1,28,1,28,7,18",rs301
"0,1,7,7,28,7,1,7,28,10,24",rs1074
"0,1,28,7,1,28,13,4",a5-nem3-b
"0,1,28,13,1,4,28,10",b1-nem3-b
"0,1,28,10,1,4,28,9",a3-nem3-b
"0,1,1,28,1,13,7",a6-nem4-b
"0,1,28,1,29",a1-nem3-b
"0,1,28,7,7,7,7,13,1,6",c6-nem3-a
"0,1,28,4,2,13,28,4,1,28",c5-nem4-b
"0,1,28,4,10,1,8",a3-nem3-a
"0,1,7,1,13,7,13,16",rs888
"0,1,13,13,7,7,28,7,24",rs984
"0,1,28,10,1,9",a4-nem3-a
"0,1,10,21",rs543
"0,1,13,7,7,7,1,30",c6-nem1-a
"0,1,13,13,1,28,1,12",a5-nem4-b
"0,1,1,7,10,7,8",c4-nem1-b
"0,1,28,11",a3-nem2-b
"0,1,7,7,1,28,10,1,10,24",rs1524
"0,1,28,7,1,28,7,9",c2-nem3-b
"0,1,4,1,19",rs75
"0,1,28,7,1,6",a1-nem3-a
"0,1,13,7,7,7,1,28",c6-nem1-a
"0,1,13,7,3",a6-nem1-b
"0,1,1,28,10,10,7,1,14",a4-nem4-b
"0,1,28,7,1,28,7,1,13",b6-nem4-a
"0,1,1,28,10,30",a3-nem1-b
"0,1,28,1,28,7,1,32",a2-nem4-b
"0,1,1,28,7,1,7,7,13,28,2",c6-nem3-b
"0,1,1,28,1,13,28",a5-nem4-a
"0,1,4,4,13,17",rs1259
"0,1,28,4,10,1,28,15",b1-nem3-b
"0,1,1,28,4,1,13,3",b5-nem1-a
"0,1,1,28,10,1,28,7,3",a4-nem3-b
"0,1,10,4,28,1,14",b1-nem3-a
"0,1,28,7,1,28,7,12",b4-nem3-b
"0,1,4,1,4,28,4,4,34",d2-nem1-b
"0,1,1,28,7,1,7,7,34",c2-nem4-a
"0,1,7,7,2",b2-nem1-b
"0,1,13,7,7,1,28,9",c6-nem1-a
"0,1,1,28,1,28,7,28",a2-nem4-b
"0,1,1,28,4,1,13,7",a5-nem4-b
"0,1,10,10,28,1,7,7,15",b4-nem3-a
"0,1,10,10,28,1,28,7,13",a4-nem3-b
"0,1,10,7,28,4",a3-nem2-b
"0,1,13,7,28,7,1,8",c6-nem3-a
"0,1,28,7,32",a2-nem2-a
"0,1,28,13,36",a5-nem2-a
"0,1,4,1,4,3",c1-nem2-a
