host,row,col,rack,shelf,slot,x,y,z,section,ibport,partner,bootnode
rs1061,d,4,d4,3,0,1,4,4,2,17,rs1060,boot2
rs1061-sp,d,4,d4,3,0,1,4,4,2,17,rs1060,boot2
rs1062,d,4,d4,3,1,1,4,4,2,18,rs1063,boot2
rs1062-sp,d,4,d4,3,1,1,4,4,2,18,rs1063,boot2
rs1063,d,4,d4,3,1,1,4,4,2,19,rs1062,boot2
rs1063-sp,d,4,d4,3,1,1,4,4,2,19,rs1062,boot2
rs1064,d,4,d4,3,2,1,4,4,2,20,rs1065,boot2
rs1064-sp,d,4,d4,3,2,1,4,4,2,20,rs1065,boot2
rs1065,d,4,d4,3,2,1,4,4,2,21,rs1064,boot2
rs1065-sp,d,4,d4,3,2,1,4,4,2,21,rs1064,boot2
rs1066,d,4,d4,3,4,1,4,4,2,24,rs1067,boot2
rs1066-sp,d,4,d4,3,4,1,4,4,2,24,rs1067,boot2
rs1067,d,4,d4,3,4,1,4,4,2,25,rs1066,boot2
rs1067-sp,d,4,d4,3,4,1,4,4,2,25,rs1066,boot2
rs1068,d,4,d4,3,6,1,4,5,2,16,rs1069,boot4
rs1068-sp,d,4,d4,3,6,1,4,5,2,16,rs1069,boot4
rs1069,d,4,d4,3,6,1,4,5,2,17,rs1068,boot4
rs1069-sp,d,4,d4,3,6,1,4,5,2,17,rs1068,boot4
rs107,b,1,b1,3,8,0,1,5,1,20,rs108,boot4
rs107-sp,b,1,b1,3,8,0,1,5,1,20,rs108,boot4
rs1070,d,4,d4,3,7,1,4,5,2,18,rs1071,boot4
rs1070-sp,d,4,d4,3,7,1,4,5,2,18,rs1071,boot4
rs1071,d,4,d4,3,7,1,4,5,2,19,rs1070,boot4
rs1071-sp,d,4,d4,3,7,1,4,5,2,19,rs1070,boot4
rs1072,d,4,d4,3,8,1,4,5,2,20,rs1073,boot4
rs1072-sp,d,4,d4,3,8,1,4,5,2,20,rs1073,boot4
rs1073,d,4,d4,3,8,1,4,5,2,21,rs1072,boot4
rs1073-sp,d,4,d4,3,8,1,4,5,2,21,rs1072,boot4
rs1074,d,4,d4,3,10,1,4,5,2,24,rs1075,boot4
rs1074-sp,d,4,d4,3,10,1,4,5,2,24,rs1075,boot4
rs1075,d,4,d4,3,10,1,4,5,2,25,rs1074,boot4
rs1075-sp,d,4,d4,3,10,1,4,5,2,25,rs1074,boot4
rs1076,d,4,d4,3,11,1,4,5,2,26,rs1077,boot4
rs1076-sp,d,4,d4,3,11,1,4,5,2,26,rs1077,boot4
rs1077,d,4,d4,3,11,1,4,5,2,27,rs1076,boot4
rs1077-sp,d,4,d4,3,11,1,4,5,2,27,rs1076,boot4
rs1078,d,4,d4,4,0,1,4,6,2,16,rs1079,boot3
rs1078-sp,d,4,d4,4,0,1,4,6,2,16,rs1079,boot3
rs1079,d,4,d4,4,0,1,4,6,2,17,rs1078,boot3
rs1079-sp,d,4,d4,4,0,1,4,6,2,17,rs1078,boot3
rs108,b,1,b1,3,8,0,1,5,1,21,rs107,boot4
rs108-sp,b,1,b1,3,8,0,1,5,1,21,rs107,boot4
rs1080,d,4,d4,4,1,1,4,6,2,18,rs1081,boot3
rs1080-sp,d,4,d4,4,1,1,4,6,2,18,rs1081,boot3
rs1081,d,4,d4,4,1,1,4,6,2,19,rs1080,boot3
rs1081-sp,d,4,d4,4,1,1,4,6,2,19,rs1080,boot3
rs1082,d,4,d4,4,2,1,4,6,2,20,rs1083,boot3
rs1082-sp,d,4,d4,4,2,1,4,6,2,20,rs1083,boot3
rs1083,d,4,d4,4,2,1,4,6,2,21,rs1082,boot3
rs1083-sp,d,4,d4,4,2,1,4,6,2,21,rs1082,boot3
rs1084,d,4,d4,4,4,1,4,6,2,24,rs1085,boot3
rs1084-sp,d,4,d4,4,4,1,4,6,2,24,rs1085,boot3
rs1085,d,4,d4,4,4,1,4,6,2,25,rs1084,boot3
rs1085-sp,d,4,d4,4,4,1,4,6,2,25,rs1084,boot3
rs1086,d,4,d4,4,6,1,4,7,2,16,rs1087,boot8
rs1086-sp,d,4,d4,4,6,1,4,7,2,16,rs1087,boot8
rs1087,d,4,d4,4,6,1,4,7,2,17,rs1086,boot8
rs1087-sp,d,4,d4,4,6,1,4,7,2,17,rs1086,boot8
rs1088,d,4,d4,4,7,1,4,7,2,18,rs1089,boot8
rs1088-sp,d,4,d4,4,7,1,4,7,2,18,rs1089,boot8
rs1089,d,4,d4,4,7,1,4,7,2,19,rs1088,boot8
rs1089-sp,d,4,d4,4,7,1,4,7,2,19,rs1088,boot8
rs109,b,1,b1,3,10,0,1,5,1,25,oss-scratch7,boot4
rs109-sp,b,1,b1,3,10,0,1,5,1,25,oss-scratch7,boot4
rs1090,d,4,d4,4,8,1,4,7,2,20,rs1091,boot8
rs1090-sp,d,4,d4,4,8,1,4,7,2,20,rs1091,boot8
rs1091,d,4,d4,4,8,1,4,7,2,21,rs1090,boot8
rs1091-sp,d,4,d4,4,8,1,4,7,2,21,rs1090,boot8
rs1092,d,4,d4,4,10,1,4,7,2,24,rs1093,boot8
rs1092-sp,d,4,d4,4,10,1,4,7,2,24,rs1093,boot8
rs1093,d,4,d4,4,10,1,4,7,2,25,rs1092,boot8
rs1093-sp,d,4,d4,4,10,1,4,7,2,25,rs1092,boot8
rs1094,d,4,d4,4,11,1,4,7,2,26,rs1095,boot8
rs1094-sp,d,4,d4,4,11,1,4,7,2,26,rs1095,boot8
rs1095,d,4,d4,4,11,1,4,7,2,27,rs1094,boot8
rs1095-sp,d,4,d4,4,11,1,4,7,2,27,rs1094,boot8
rs1096,a,5,a5,1,0,4,0,0,2,16,rs1097,boot6
rs1096-sp,a,5,a5,1,0,4,0,0,2,16,rs1097,boot6
rs1097,a,5,a5,1,0,4,0,0,2,17,rs1096,boot6
rs1097-sp,a,5,a5,1,0,4,0,0,2,17,rs1096,boot6
rs1098,a,5,a5,1,1,4,0,0,2,18,rs1099,boot6
rs1098-sp,a,5,a5,1,1,4,0,0,2,18,rs1099,boot6
rs1099,a,5,a5,1,1,4,0,0,2,19,rs1098,boot6
rs1099-sp,a,5,a5,1,1,4,0,0,2,19,rs1098,boot6
rs11,a,1,a1,1,7,0,0,1,1,19,rs10,boot1
rs11-sp,a,1,a1,1,7,0,0,1,1,19,rs10,boot1
rs110,b,1,b1,3,11,0,1,5,1,26,rs111,boot4
rs110-sp,b,1,b1,3,11,0,1,5,1,26,rs111,boot4
rs1100,a,5,a5,1,2,4,0,0,2,20,rs1101,boot6
rs1100-sp,a,5,a5,1,2,4,0,0,2,20,rs1101,boot6
rs1101,a,5,a5,1,2,4,0,0,2,21,rs1100,boot6
rs1101-sp,a,5,a5,1,2,4,0,0,2,21,rs1100,boot6
rs1102,a,5,a5,1,4,4,0,0,2,24,rs1103,boot6
rs1102-sp,a,5,a5,1,4,4,0,0,2,24,rs1103,boot6
rs1103,a,5,a5,1,4,4,0,0,2,25,rs1102,boot6
rs1103-sp,a,5,a5,1,4,4,0,0,2,25,rs1102,boot6
rs1104,a,5,a5,1,6,4,0,1,2,16,rs1105,boot1
rs1104-sp,a,5,a5,1,6,4,0,1,2,16,rs1105,boot1
rs1105,a,5,a5,1,6,4,0,1,2,17,rs1104,boot1
rs1105-sp,a,5,a5,1,6,4,0,1,2,17,rs1104,boot1
rs1106,a,5,a5,1,7,4,0,1,2,18,rs1107,boot1
rs1106-sp,a,5,a5,1,7,4,0,1,2,18,rs1107,boot1
rs1107,a,5,a5,1,7,4,0,1,2,19,rs1106,boot1
rs1107-sp,a,5,a5,1,7,4,0,1,2,19,rs1106,boot1
rs1108,a,5,a5,1,8,4,0,1,2,20,rs1109,boot1
rs1108-sp,a,5,a5,1,8,4,0,1,2,20,rs1109,boot1
rs1109,a,5,a5,1,8,4,0,1,2,21,rs1108,boot1
rs1109-sp,a,5,a5,1,8,4,0,1,2,21,rs1108,boot1
rs111,b,1,b1,3,11,0,1,5,1,27,rs110,boot4
rs111-sp,b,1,b1,3,11,0,1,5,1,27,rs110,boot4
rs1110,a,5,a5,1,10,4,0,1,2,24,rs1111,boot1
rs1110-sp,a,5,a5,1,10,4,0,1,2,24,rs1111,boot1
rs1111,a,5,a5,1,10,4,0,1,2,25,rs1110,boot1
rs1111-sp,a,5,a5,1,10,4,0,1,2,25,rs1110,boot1
rs1112,a,5,a5,1,11,4,0,1,2,26,rs1113,boot1
rs1112-sp,a,5,a5,1,11,4,0,1,2,26,rs1113,boot1
rs1113,a,5,a5,1,11,4,0,1,2,27,rs1112,boot1
rs1113-sp,a,5,a5,1,11,4,0,1,2,27,rs1112,boot1
rs1114,a,5,a5,2,0,4,0,2,2,16,rs1115,boot7
rs1114-sp,a,5,a5,2,0,4,0,2,2,16,rs1115,boot7
rs1115,a,5,a5,2,0,4,0,2,2,17,rs1114,boot7
rs1115-sp,a,5,a5,2,0,4,0,2,2,17,rs1114,boot7
rs1116,a,5,a5,2,1,4,0,2,2,18,rs1117,boot7
rs1116-sp,a,5,a5,2,1,4,0,2,2,18,rs1117,boot7
rs1117,a,5,a5,2,1,4,0,2,2,19,rs1116,boot7
rs1117-sp,a,5,a5,2,1,4,0,2,2,19,rs1116,boot7
rs1118,a,5,a5,2,2,4,0,2,2,20,rs1119,boot7
rs1118-sp,a,5,a5,2,2,4,0,2,2,20,rs1119,boot7
rs1119,a,5,a5,2,2,4,0,2,2,21,rs1118,boot7
rs1119-sp,a,5,a5,2,2,4,0,2,2,21,rs1118,boot7
rs112,b,1,b1,4,0,0,1,6,1,17,boot3,boot3
rs112-sp,b,1,b1,4,0,0,1,6,1,17,boot3,boot3
rs1120,a,5,a5,2,4,4,0,2,2,24,rs1121,boot7
rs1120-sp,a,5,a5,2,4,4,0,2,2,24,rs1121,boot7
rs1121,a,5,a5,2,4,4,0,2,2,25,rs1120,boot7
rs1121-sp,a,5,a5,2,4,4,0,2,2,25,rs1120,boot7
rs1122,a,5,a5,2,6,4,0,3,2,16,rs1123,boot5
rs1122-sp,a,5,a5,2,6,4,0,3,2,16,rs1123,boot5
rs1123,a,5,a5,2,6,4,0,3,2,17,rs1122,boot5
rs1123-sp,a,5,a5,2,6,4,0,3,2,17,rs1122,boot5
rs1124,a,5,a5,2,7,4,0,3,2,18,rs1125,boot5
rs1124-sp,a,5,a5,2,7,4,0,3,2,18,rs1125,boot5
rs1125,a,5,a5,2,7,4,0,3,2,19,rs1124,boot5
rs1125-sp,a,5,a5,2,7,4,0,3,2,19,rs1124,boot5
rs1126,a,5,a5,2,8,4,0,3,2,20,rs1127,boot5
rs1126-sp,a,5,a5,2,8,4,0,3,2,20,rs1127,boot5
rs1127,a,5,a5,2,8,4,0,3,2,21,rs1126,boot5
rs1127-sp,a,5,a5,2,8,4,0,3,2,21,rs1126,boot5
rs1128,a,5,a5,2,10,4,0,3,2,24,rs1129,boot5
rs1128-sp,a,5,a5,2,10,4,0,3,2,24,rs1129,boot5
rs1129,a,5,a5,2,10,4,0,3,2,25,rs1128,boot5
rs1129-sp,a,5,a5,2,10,4,0,3,2,25,rs1128,boot5
rs113,b,1,b1,4,1,0,1,6,1,18,rs114,boot3
rs113-sp,b,1,b1,4,1,0,1,6,1,18,rs114,boot3
rs1130,a,5,a5,2,11,4,0,3,2,26,rs1131,boot5
rs1130-sp,a,5,a5,2,11,4,0,3,2,26,rs1131,boot5
rs1131,a,5,a5,2,11,4,0,3,2,27,rs1130,boot5
rs1131-sp,a,5,a5,2,11,4,0,3,2,27,rs1130,boot5
rs1132,a,5,a5,3,0,4,0,4,2,16,rs1133,boot2
rs1132-sp,a,5,a5,3,0,4,0,4,2,16,rs1133,boot2
rs1133,a,5,a5,3,0,4,0,4,2,17,rs1132,boot2
rs1133-sp,a,5,a5,3,0,4,0,4,2,17,rs1132,boot2
rs1134,a,5,a5,3,1,4,0,4,2,18,rs1135,boot2
rs1134-sp,a,5,a5,3,1,4,0,4,2,18,rs1135,boot2
rs1135,a,5,a5,3,1,4,0,4,2,19,rs1134,boot2
rs1135-sp,a,5,a5,3,1,4,0,4,2,19,rs1134,boot2
rs1136,a,5,a5,3,2,4,0,4,2,20,rs1137,boot2
rs1136-sp,a,5,a5,3,2,4,0,4,2,20,rs1137,boot2
rs1137,a,5,a5,3,2,4,0,4,2,21,rs1136,boot2
rs1137-sp,a,5,a5,3,2,4,0,4,2,21,rs1136,boot2
rs1138,a,5,a5,3,4,4,0,4,2,24,rs1139,boot2
rs1138-sp,a,5,a5,3,4,4,0,4,2,24,rs1139,boot2
rs1139,a,5,a5,3,4,4,0,4,2,25,rs1138,boot2
rs1139-sp,a,5,a5,3,4,4,0,4,2,25,rs1138,boot2
rs114,b,1,b1,4,1,0,1,6,1,19,rs113,boot3
rs114-sp,b,1,b1,4,1,0,1,6,1,19,rs113,boot3
rs1140,a,5,a5,3,6,4,0,5,2,16,rs1141,boot4
rs1140-sp,a,5,a5,3,6,4,0,5,2,16,rs1141,boot4
rs1141,a,5,a5,3,6,4,0,5,2,17,rs1140,boot4
rs1141-sp,a,5,a5,3,6,4,0,5,2,17,rs1140,boot4
rs1142,a,5,a5,3,7,4,0,5,2,18,rs1143,boot4
rs1142-sp,a,5,a5,3,7,4,0,5,2,18,rs1143,boot4
rs1143,a,5,a5,3,7,4,0,5,2,19,rs1142,boot4
rs1143-sp,a,5,a5,3,7,4,0,5,2,19,rs1142,boot4
rs1144,a,5,a5,3,8,4,0,5,2,20,rs1145,boot4
rs1144-sp,a,5,a5,3,8,4,0,5,2,20,rs1145,boot4
rs1145,a,5,a5,3,8,4,0,5,2,21,rs1144,boot4
rs1145-sp,a,5,a5,3,8,4,0,5,2,21,rs1144,boot4
rs1146,a,5,a5,3,10,4,0,5,2,24,rs1147,boot4
rs1146-sp,a,5,a5,3,10,4,0,5,2,24,rs1147,boot4
rs1147,a,5,a5,3,10,4,0,5,2,25,rs1146,boot4
rs1147-sp,a,5,a5,3,10,4,0,5,2,25,rs1146,boot4
rs1148,a,5,a5,3,11,4,0,5,2,26,rs1149,boot4
rs1148-sp,a,5,a5,3,11,4,0,5,2,26,rs1149,boot4
rs1149,a,5,a5,3,11,4,0,5,2,27,rs1148,boot4
rs1149-sp,a,5,a5,3,11,4,0,5,2,27,rs1148,boot4
rs115,b,1,b1,4,2,0,1,6,1,21,gateway3,boot3
rs115-sp,b,1,b1,4,2,0,1,6,1,21,gateway3,boot3
rs1150,a,5,a5,4,0,4,0,6,2,16,rs1151,boot3
rs1150-sp,a,5,a5,4,0,4,0,6,2,16,rs1151,boot3
rs1151,a,5,a5,4,0,4,0,6,2,17,rs1150,boot3
rs1151-sp,a,5,a5,4,0,4,0,6,2,17,rs1150,boot3
rs1152,a,5,a5,4,1,4,0,6,2,18,rs1153,boot3
rs1152-sp,a,5,a5,4,1,4,0,6,2,18,rs1153,boot3
rs1153,a,5,a5,4,1,4,0,6,2,19,rs1152,boot3
rs1153-sp,a,5,a5,4,1,4,0,6,2,19,rs1152,boot3
rs1154,a,5,a5,4,2,4,0,6,2,20,rs1155,boot3
rs1154-sp,a,5,a5,4,2,4,0,6,2,20,rs1155,boot3
rs1155,a,5,a5,4,2,4,0,6,2,21,rs1154,boot3
rs1155-sp,a,5,a5,4,2,4,0,6,2,21,rs1154,boot3
rs1156,a,5,a5,4,4,4,0,6,2,24,rs1157,boot3
rs1156-sp,a,5,a5,4,4,4,0,6,2,24,rs1157,boot3
rs1157,a,5,a5,4,4,4,0,6,2,25,rs1156,boot3
rs1157-sp,a,5,a5,4,4,4,0,6,2,25,rs1156,boot3
rs1158,a,5,a5,4,6,4,0,7,2,16,rs1159,boot8
rs1158-sp,a,5,a5,4,6,4,0,7,2,16,rs1159,boot8
rs1159,a,5,a5,4,6,4,0,7,2,17,rs1158,boot8
rs1159-sp,a,5,a5,4,6,4,0,7,2,17,rs1158,boot8
rs116,b,1,b1,4,4,0,1,6,1,25,oss-home1,boot3
rs116-sp,b,1,b1,4,4,0,1,6,1,25,oss-home1,boot3
rs1160,a,5,a5,4,7,4,0,7,2,18,rs1161,boot8
rs1160-sp,a,5,a5,4,7,4,0,7,2,18,rs1161,boot8
rs1161,a,5,a5,4,7,4,0,7,2,19,rs1160,boot8
rs1161-sp,a,5,a5,4,7,4,0,7,2,19,rs1160,boot8
rs1162,a,5,a5,4,8,4,0,7,2,20,rs1163,boot8
rs1162-sp,a,5,a5,4,8,4,0,7,2,20,rs1163,boot8
rs1163,a,5,a5,4,8,4,0,7,2,21,rs1162,boot8
rs1163-sp,a,5,a5,4,8,4,0,7,2,21,rs1162,boot8
rs1164,a,5,a5,4,10,4,0,7,2,24,rs1165,boot8
rs1164-sp,a,5,a5,4,10,4,0,7,2,24,rs1165,boot8
rs1165,a,5,a5,4,10,4,0,7,2,25,rs1164,boot8
rs1165-sp,a,5,a5,4,10,4,0,7,2,25,rs1164,boot8
rs1166,a,5,a5,4,11,4,0,7,2,26,rs1167,boot8
rs1166-sp,a,5,a5,4,11,4,0,7,2,26,rs1167,boot8
rs1167,a,5,a5,4,11,4,0,7,2,27,rs1166,boot8
rs1167-sp,a,5,a5,4,11,4,0,7,2,27,rs1166,boot8
rs1168,b,5,b5,1,0,4,1,0,2,16,rs1169,boot6
rs1168-sp,b,5,b5,1,0,4,1,0,2,16,rs1169,boot6
rs1169,b,5,b5,1,0,4,1,0,2,17,rs1168,boot6
rs1169-sp,b,5,b5,1,0,4,1,0,2,17,rs1168,boot6
rs117,b,1,b1,4,6,0,1,7,1,17,oss-proj1,boot8
rs117-sp,b,1,b1,4,6,0,1,7,1,17,oss-proj1,boot8
rs1170,b,5,b5,1,1,4,1,0,2,18,rs1171,boot6
rs1170-sp,b,5,b5,1,1,4,1,0,2,18,rs1171,boot6
rs1171,b,5,b5,1,1,4,1,0,2,19,rs1170,boot6
rs1171-sp,b,5,b5,1,1,4,1,0,2,19,rs1170,boot6
rs1172,b,5,b5,1,2,4,1,0,2,20,rs1173,boot6
rs1172-sp,b,5,b5,1,2,4,1,0,2,20,rs1173,boot6
rs1173,b,5,b5,1,2,4,1,0,2,21,rs1172,boot6
rs1173-sp,b,5,b5,1,2,4,1,0,2,21,rs1172,boot6
rs1174,b,5,b5,1,4,4,1,0,2,24,rs1175,boot6
rs1174-sp,b,5,b5,1,4,4,1,0,2,24,rs1175,boot6
rs1175,b,5,b5,1,4,4,1,0,2,25,rs1174,boot6
rs1175-sp,b,5,b5,1,4,4,1,0,2,25,rs1174,boot6
rs1176,b,5,b5,1,6,4,1,1,2,16,rs1177,boot1
rs1176-sp,b,5,b5,1,6,4,1,1,2,16,rs1177,boot1
rs1177,b,5,b5,1,6,4,1,1,2,17,rs1176,boot1
rs1177-sp,b,5,b5,1,6,4,1,1,2,17,rs1176,boot1
rs1178,b,5,b5,1,7,4,1,1,2,18,rs1179,boot1
rs1178-sp,b,5,b5,1,7,4,1,1,2,18,rs1179,boot1
rs1179,b,5,b5,1,7,4,1,1,2,19,rs1178,boot1
rs1179-sp,b,5,b5,1,7,4,1,1,2,19,rs1178,boot1
rs118,b,1,b1,4,7,0,1,7,1,18,rs119,boot8
rs118-sp,b,1,b1,4,7,0,1,7,1,18,rs119,boot8
rs1180,b,5,b5,1,8,4,1,1,2,20,rs1181,boot1
rs1180-sp,b,5,b5,1,8,4,1,1,2,20,rs1181,boot1
rs1181,b,5,b5,1,8,4,1,1,2,21,rs1180,boot1
rs1181-sp,b,5,b5,1,8,4,1,1,2,21,rs1180,boot1
rs1182,b,5,b5,1,10,4,1,1,2,24,rs1183,boot1
rs1182-sp,b,5,b5,1,10,4,1,1,2,24,rs1183,boot1
rs1183,b,5,b5,1,10,4,1,1,2,25,rs1182,boot1
rs1183-sp,b,5,b5,1,10,4,1,1,2,25,rs1182,boot1
rs1184,b,5,b5,1,11,4,1,1,2,26,rs1185,boot1
rs1184-sp,b,5,b5,1,11,4,1,1,2,26,rs1185,boot1
rs1185,b,5,b5,1,11,4,1,1,2,27,rs1184,boot1
rs1185-sp,b,5,b5,1,11,4,1,1,2,27,rs1184,boot1
rs1186,b,5,b5,2,0,4,1,2,2,16,rs1187,boot7
rs1186-sp,b,5,b5,2,0,4,1,2,2,16,rs1187,boot7
rs1187,b,5,b5,2,0,4,1,2,2,17,rs1186,boot7
rs1187-sp,b,5,b5,2,0,4,1,2,2,17,rs1186,boot7
rs1188,b,5,b5,2,1,4,1,2,2,18,rs1189,boot7
rs1188-sp,b,5,b5,2,1,4,1,2,2,18,rs1189,boot7
rs1189,b,5,b5,2,1,4,1,2,2,19,rs1188,boot7
rs1189-sp,b,5,b5,2,1,4,1,2,2,19,rs1188,boot7
rs119,b,1,b1,4,7,0,1,7,1,19,rs118,boot8
rs119-sp,b,1,b1,4,7,0,1,7,1,19,rs118,boot8
rs1190,b,5,b5,2,2,4,1,2,2,20,rs1191,boot7
rs1190-sp,b,5,b5,2,2,4,1,2,2,20,rs1191,boot7
rs1191,b,5,b5,2,2,4,1,2,2,21,rs1190,boot7
rs1191-sp,b,5,b5,2,2,4,1,2,2,21,rs1190,boot7
rs1192,b,5,b5,2,4,4,1,2,2,24,rs1193,boot7
rs1192-sp,b,5,b5,2,4,4,1,2,2,24,rs1193,boot7
rs1193,b,5,b5,2,4,4,1,2,2,25,rs1192,boot7
rs1193-sp,b,5,b5,2,4,4,1,2,2,25,rs1192,boot7
rs1194,b,5,b5,2,6,4,1,3,2,16,rs1195,boot5
rs1194-sp,b,5,b5,2,6,4,1,3,2,16,rs1195,boot5
rs1195,b,5,b5,2,6,4,1,3,2,17,rs1194,boot5
rs1195-sp,b,5,b5,2,6,4,1,3,2,17,rs1194,boot5
rs1196,b,5,b5,2,7,4,1,3,2,18,rs1197,boot5
rs1196-sp,b,5,b5,2,7,4,1,3,2,18,rs1197,boot5
rs1197,b,5,b5,2,7,4,1,3,2,19,rs1196,boot5
rs1197-sp,b,5,b5,2,7,4,1,3,2,19,rs1196,boot5
rs1198,b,5,b5,2,8,4,1,3,2,20,rs1199,boot5
rs1198-sp,b,5,b5,2,8,4,1,3,2,20,rs1199,boot5
rs1199,b,5,b5,2,8,4,1,3,2,21,rs1198,boot5
rs1199-sp,b,5,b5,2,8,4,1,3,2,21,rs1198,boot5
rs12,a,1,a1,1,8,0,0,1,1,20,rs13,boot1
rs12-sp,a,1,a1,1,8,0,0,1,1,20,rs13,boot1
rs120,b,1,b1,4,8,0,1,7,1,20,rs121,boot8
rs120-sp,b,1,b1,4,8,0,1,7,1,20,rs121,boot8
rs1200,b,5,b5,2,10,4,1,3,2,24,rs1201,boot5
rs1200-sp,b,5,b5,2,10,4,1,3,2,24,rs1201,boot5
rs1201,b,5,b5,2,10,4,1,3,2,25,rs1200,boot5
rs1201-sp,b,5,b5,2,10,4,1,3,2,25,rs1200,boot5
rs1202,b,5,b5,2,11,4,1,3,2,26,rs1203,boot5
rs1202-sp,b,5,b5,2,11,4,1,3,2,26,rs1203,boot5
rs1203,b,5,b5,2,11,4,1,3,2,27,rs1202,boot5
rs1203-sp,b,5,b5,2,11,4,1,3,2,27,rs1202,boot5
rs1204,b,5,b5,3,0,4,1,4,2,16,rs1205,boot2
rs1204-sp,b,5,b5,3,0,4,1,4,2,16,rs1205,boot2
rs1205,b,5,b5,3,0,4,1,4,2,17,rs1204,boot2
rs1205-sp,b,5,b5,3,0,4,1,4,2,17,rs1204,boot2
rs1206,b,5,b5,3,1,4,1,4,2,18,rs1207,boot2
rs1206-sp,b,5,b5,3,1,4,1,4,2,18,rs1207,boot2
rs1207,b,5,b5,3,1,4,1,4,2,19,rs1206,boot2
rs1207-sp,b,5,b5,3,1,4,1,4,2,19,rs1206,boot2
rs1208,b,5,b5,3,2,4,1,4,2,20,rs1209,boot2
rs1208-sp,b,5,b5,3,2,4,1,4,2,20,rs1209,boot2
rs1209,b,5,b5,3,2,4,1,4,2,21,rs1208,boot2
rs1209-sp,b,5,b5,3,2,4,1,4,2,21,rs1208,boot2
rs121,b,1,b1,4,8,0,1,7,1,21,rs120,boot8
rs121-sp,b,1,b1,4,8,0,1,7,1,21,rs120,boot8
rs1210,b,5,b5,3,4,4,1,4,2,24,rs1211,boot2
rs1210-sp,b,5,b5,3,4,4,1,4,2,24,rs1211,boot2
rs1211,b,5,b5,3,4,4,1,4,2,25,rs1210,boot2
rs1211-sp,b,5,b5,3,4,4,1,4,2,25,rs1210,boot2
rs1212,b,5,b5,3,6,4,1,5,2,16,rs1213,boot4
rs1212-sp,b,5,b5,3,6,4,1,5,2,16,rs1213,boot4
rs1213,b,5,b5,3,6,4,1,5,2,17,rs1212,boot4
rs1213-sp,b,5,b5,3,6,4,1,5,2,17,rs1212,boot4
rs1214,b,5,b5,3,7,4,1,5,2,18,rs1215,boot4
rs1214-sp,b,5,b5,3,7,4,1,5,2,18,rs1215,boot4
rs1215,b,5,b5,3,7,4,1,5,2,19,rs1214,boot4
rs1215-sp,b,5,b5,3,7,4,1,5,2,19,rs1214,boot4
rs1216,b,5,b5,3,8,4,1,5,2,20,rs1217,boot4
rs1216-sp,b,5,b5,3,8,4,1,5,2,20,rs1217,boot4
rs1217,b,5,b5,3,8,4,1,5,2,21,rs1216,boot4
rs1217-sp,b,5,b5,3,8,4,1,5,2,21,rs1216,boot4
rs1218,b,5,b5,3,10,4,1,5,2,24,rs1219,boot4
rs1218-sp,b,5,b5,3,10,4,1,5,2,24,rs1219,boot4
rs1219,b,5,b5,3,10,4,1,5,2,25,rs1218,boot4
rs1219-sp,b,5,b5,3,10,4,1,5,2,25,rs1218,boot4
rs122,b,1,b1,4,10,0,1,7,1,25,oss-scratch8,boot8
rs122-sp,b,1,b1,4,10,0,1,7,1,25,oss-scratch8,boot8
rs1220,b,5,b5,3,11,4,1,5,2,26,rs1221,boot4
rs1220-sp,b,5,b5,3,11,4,1,5,2,26,rs1221,boot4
rs1221,b,5,b5,3,11,4,1,5,2,27,rs1220,boot4
rs1221-sp,b,5,b5,3,11,4,1,5,2,27,rs1220,boot4
rs1222,b,5,b5,4,0,4,1,6,2,16,rs1223,boot3
rs1222-sp,b,5,b5,4,0,4,1,6,2,16,rs1223,boot3
rs1223,b,5,b5,4,0,4,1,6,2,17,rs1222,boot3
rs1223-sp,b,5,b5,4,0,4,1,6,2,17,rs1222,boot3
rs1224,b,5,b5,4,1,4,1,6,2,18,rs1225,boot3
rs1224-sp,b,5,b5,4,1,4,1,6,2,18,rs1225,boot3
rs1225,b,5,b5,4,1,4,1,6,2,19,rs1224,boot3
rs1225-sp,b,5,b5,4,1,4,1,6,2,19,rs1224,boot3
rs1226,b,5,b5,4,2,4,1,6,2,20,rs1227,boot3
rs1226-sp,b,5,b5,4,2,4,1,6,2,20,rs1227,boot3
rs1227,b,5,b5,4,2,4,1,6,2,21,rs1226,boot3
rs1227-sp,b,5,b5,4,2,4,1,6,2,21,rs1226,boot3
rs1228,b,5,b5,4,4,4,1,6,2,24,rs1229,boot3
rs1228-sp,b,5,b5,4,4,4,1,6,2,24,rs1229,boot3
rs1229,b,5,b5,4,4,4,1,6,2,25,rs1228,boot3
rs1229-sp,b,5,b5,4,4,4,1,6,2,25,rs1228,boot3
rs123,b,1,b1,4,11,0,1,7,1,26,rs124,boot8
rs123-sp,b,1,b1,4,11,0,1,7,1,26,rs124,boot8
rs1230,b,5,b5,4,6,4,1,7,2,16,rs1231,boot8
rs1230-sp,b,5,b5,4,6,4,1,7,2,16,rs1231,boot8
rs1231,b,5,b5,4,6,4,1,7,2,17,rs1230,boot8
rs1231-sp,b,5,b5,4,6,4,1,7,2,17,rs1230,boot8
rs1232,b,5,b5,4,7,4,1,7,2,18,rs1233,boot8
rs1232-sp,b,5,b5,4,7,4,1,7,2,18,rs1233,boot8
rs1233,b,5,b5,4,7,4,1,7,2,19,rs1232,boot8
